request_id,request_type,computation_delay,propagation_delay,transmission_delay,queueing_delay,total_latency
8845,s,0.023128,0.012950,0.020000,16.239746,56.078351
8846,ss,0.018821,0.009200,0.021500,31.987305,49.520769
8847,pss,0.002833,0.014500,0.018500,59.924805,35.832709
8848,sp,0.018754,0.016050,0.019200,85.448730,54.003690
8849,ps,0.002840,0.009300,0.020000,115.895752,32.139786
8850,s,0.023128,0.010300,0.022000,28.919922,55.428351
8851,ss,0.018821,0.011750,0.019200,45.402100,49.770769
8852,pss,0.002833,0.008650,0.019200,72.974121,30.682709
8853,sps,0.018360,0.015250,0.018500,100.503906,52.110251
8854,sss,0.019288,0.011100,0.022000,117.458740,52.388093
8855,d,0.002385,0.028550,0.022000,22.078369,52.935393
8856,pd,0.002977,0.021000,0.021500,53.275391,45.477001
8857,pp,0.002838,0.027450,0.018500,85.488525,48.788325
8858,s,0.023128,0.017400,0.019200,107.559570,59.728351
8859,ps,0.002840,0.010900,0.020000,137.034180,33.739786
8860,d,0.002385,0.006800,0.021500,17.206543,30.685393
8861,dd,0.002426,0.035000,0.018500,37.257812,55.925915
8862,dd,0.002426,0.007800,0.018500,54.427246,28.725915
8863,ddd,0.002493,0.017850,0.022000,72.582764,42.343417
8864,sdddd,0.016633,0.011500,0.019200,90.636230,47.332877
8870,s,0.023128,0.017250,0.018500,31.082275,58.878351
8871,ps,0.002840,0.016300,0.022000,59.447998,41.139786
8872,p,0.003780,0.007000,0.018500,102.625977,29.279849
8873,s,0.023128,0.007150,0.022000,133.931152,52.278351
8874,ss,0.018821,0.007050,0.018500,151.609131,44.370769
8865,s,0.023128,0.014200,0.019200,30.164062,56.528351
8866,ss,0.018821,0.009100,0.019200,52.567383,47.120769
8867,sss,0.019288,0.010400,0.020000,62.950684,49.688093
8868,pss,0.002833,0.009200,0.018500,90.141357,30.532709
8869,sp,0.018754,0.019650,0.019200,120.373779,57.603690
8875,s,0.023128,0.017450,0.019200,17.895996,59.778351
8876,ds,0.002343,0.024250,0.019200,37.822998,45.792513
8877,sds,0.018566,0.021500,0.019200,57.497314,59.266086
8878,ps,0.002840,0.020100,0.019200,96.065674,42.139786
8879,pp,0.002838,0.016750,0.020000,134.606201,39.588325
8880,s,0.023128,0.012100,0.021500,31.791748,56.728351
8881,ps,0.002840,0.019750,0.018500,72.724365,41.089786
8882,sp,0.018754,0.005050,0.022000,100.587891,45.803690
8883,ds,0.002343,0.011100,0.018500,117.407715,31.942513
8884,pd,0.002977,0.010400,0.022000,148.542236,35.377001
8885,s,0.023128,0.007500,0.020000,21.434570,50.628351
8886,ss,0.018821,0.016350,0.018500,37.825684,53.670769
8887,dss,0.002842,0.011350,0.019200,59.554443,33.391615
8888,dds,0.002685,0.011450,0.022000,76.102051,36.135273
8889,sdds,0.018154,0.008800,0.018500,86.676514,45.453743
8890,s,0.023128,0.007800,0.018500,31.008301,49.428351
8891,ps,0.002840,0.015250,0.021500,66.667725,39.589786
8892,dps,0.002445,0.024100,0.021500,86.434082,48.044936
8893,dp,0.002464,0.016200,0.020000,100.657227,38.664344
8894,dd,0.002426,0.005900,0.021500,118.357178,29.825915
8895,d,0.002385,0.004750,0.022000,23.905273,29.135393
8896,p,0.003780,0.005700,0.018500,50.478760,27.979849
8897,sp,0.018754,0.015050,0.020000,75.438232,53.803690
8898,ss,0.018821,0.007800,0.019200,91.511475,45.820769
8899,sss,0.019288,0.012000,0.020000,107.407227,51.288093
8900,d,0.002385,0.015250,0.018500,16.192139,36.135393
8901,sd,0.018668,0.012000,0.022000,32.942383,52.667773
